timestamp,watthour
2018-04-01 00:05:00,33.7762
2018-04-01 00:10:00,22.48230000000001
2018-04-01 00:15:00,25.7657
2018-04-01 00:20:00,31.271
2018-04-01 00:25:00,33.24789999999998
2018-04-01 00:30:00,25.9461
2018-04-01 00:35:00,28.748199999999997
2018-04-01 00:40:00,27.9102
2018-04-01 00:45:00,28.814849999999996
2018-04-01 00:50:00,29.323041666666665
2018-04-01 00:55:00,29.2609
2018-04-01 01:00:00,29.7422
2018-04-01 01:05:00,31.1852
2018-04-01 01:10:00,32.1908
2018-04-01 01:15:00,32.0764
2018-04-01 01:20:00,32.4071
2018-04-01 01:25:00,32.8661
2018-04-01 01:30:00,32.6876
2018-04-01 01:35:00,31.9541
2018-04-01 01:40:00,32.5908
2018-04-01 01:45:00,34.4488
2018-04-01 01:50:00,34.1568
2018-04-01 01:55:00,34.42
2018-04-01 02:00:00,39.4551
2018-04-01 02:05:00,40.1746
2018-04-01 02:10:00,38.3503
2018-04-01 02:15:00,39.7426
2018-04-01 02:20:00,40.7912
2018-04-01 02:25:00,40.7124
2018-04-01 02:30:00,39.9655
2018-04-01 02:35:00,36.1526
2018-04-01 02:40:00,36.512
2018-04-01 02:45:00,38.2958
2018-04-01 02:50:00,37.8322
2018-04-01 02:55:00,35.5653
2018-04-01 03:00:00,34.0576
2018-04-01 03:05:00,33.981
2018-04-01 03:10:00,33.1186
2018-04-01 03:15:00,31.9615
2018-04-01 03:20:00,33.6349
2018-04-01 03:25:00,31.7744
2018-04-01 03:30:00,29.9908
2018-04-01 03:35:00,31.7598
2018-04-01 03:40:00,34.2567
2018-04-01 03:45:00,34.8918
2018-04-01 03:50:00,35.9531
2018-04-01 03:55:00,32.7666
2018-04-01 04:00:00,32.4718
2018-04-01 04:05:00,31.4935
2018-04-01 04:10:00,31.8514
2018-04-01 04:15:00,34.351
2018-04-01 04:20:00,34.0664
2018-04-01 04:25:00,30.4861
2018-04-01 04:30:00,31.7042
2018-04-01 04:35:00,31.9973
2018-04-01 04:40:00,31.8417
2018-04-01 04:45:00,31.3653
2018-04-01 04:50:00,31.9452
2018-04-01 04:55:00,33.8188
2018-04-01 05:00:00,34.2499
2018-04-01 05:05:00,33.1372
2018-04-01 05:10:00,34.5861
2018-04-01 05:15:00,32.9901
2018-04-01 05:20:00,33.2357
2018-04-01 05:25:00,35.9969
2018-04-01 05:30:00,38.0409
2018-04-01 05:35:00,37.6103
2018-04-01 05:40:00,37.9328
2018-04-01 05:45:00,39.7602
2018-04-01 05:50:00,38.0997
2018-04-01 05:55:00,38.3364
2018-04-01 06:00:00,37.3374
2018-04-01 06:05:00,37.7874
2018-04-01 06:10:00,36.26
2018-04-01 06:15:00,34.3895
2018-04-01 06:20:00,33.8914
2018-04-01 06:25:00,31.3357
2018-04-01 06:30:00,35.0216
2018-04-01 06:35:00,35.5274
2018-04-01 06:40:00,36.5384
2018-04-01 06:45:00,37.9065
2018-04-01 06:50:00,38.5295
2018-04-01 06:55:00,38.6563
2018-04-01 07:00:00,37.5957
2018-04-01 07:05:00,33.5321
2018-04-01 07:10:00,32.4889
2018-04-01 07:15:00,34.9239
2018-04-01 07:20:00,34.1219
2018-04-01 07:25:00,33.4942
2018-04-01 07:30:00,33.7492
2018-04-01 07:35:00,34.2175
2018-04-01 07:40:00,33.1241
2018-04-01 07:45:00,31.9595
2018-04-01 07:50:00,35.3644
2018-04-01 07:55:00,37.6612
2018-04-01 08:00:00,37.1117
2018-04-01 08:05:00,36.2211
2018-04-01 08:10:00,35.8361
2018-04-01 08:15:00,35.8527
2018-04-01 08:20:00,36.4251
2018-04-01 08:25:00,36.3846
2018-04-01 08:30:00,34.3498
2018-04-01 08:35:00,41.6352
2018-04-01 08:40:00,40.0589
2018-04-01 08:45:00,36.2426
2018-04-01 08:50:00,38.0099
2018-04-01 08:55:00,40.387
2018-04-01 09:00:00,38.4347
2018-04-01 09:05:00,38.1908
2018-04-01 09:10:00,37.6348
2018-04-01 09:15:00,34.7194
2018-04-01 09:20:00,34.9855
2018-04-01 09:25:00,34.5001
2018-04-01 09:30:00,34.393
2018-04-01 09:35:00,35.9023
2018-04-01 09:40:00,36.7634
2018-04-01 09:45:00,36.1546
2018-04-01 09:50:00,36.1761
2018-04-01 09:55:00,39.4312
2018-04-01 10:00:00,39.4704
2018-04-01 10:05:00,38.0666
2018-04-01 10:10:00,37.8425
2018-04-01 10:15:00,39.5537
2018-04-01 10:20:00,40.292
2018-04-01 10:25:00,39.1806
2018-04-01 10:30:00,39.5996
2018-04-01 10:35:00,40.723
2018-04-01 10:40:00,39.3362
2018-04-01 10:45:00,38.4042
2018-04-01 10:50:00,38.8359
2018-04-01 10:55:00,40.239
2018-04-01 11:00:00,39.805
2018-04-01 11:05:00,38.9858
2018-04-01 11:10:00,41.857
2018-04-01 11:15:00,38.6772
2018-04-01 11:20:00,37.5973
2018-04-01 11:25:00,38.782
2018-04-01 11:30:00,41.2622
2018-04-01 11:35:00,43.2712
2018-04-01 11:40:00,42.8943
2018-04-01 11:45:00,40.7093
2018-04-01 11:50:00,41.6897
2018-04-01 11:55:00,37.86
2018-04-01 12:00:00,36.8204
2018-04-01 12:05:00,39.0101
2018-04-01 12:10:00,38.0138
2018-04-01 12:15:00,38.5566
2018-04-01 12:20:00,39.3785
2018-04-01 12:25:00,36.8632
2018-04-01 12:30:00,41.7285
2018-04-01 12:35:00,38.3515
2018-04-01 12:40:00,37.9901
2018-04-01 12:45:00,38.8862
2018-04-01 12:50:00,38.1338
2018-04-01 12:55:00,37.1342
2018-04-01 13:00:00,37.9885
2018-04-01 13:05:00,35.1687
2018-04-01 13:10:00,36.144
2018-04-01 13:15:00,37.7195
2018-04-01 13:20:00,38.8441
2018-04-01 13:25:00,37.7604
2018-04-01 13:30:00,35.9154
2018-04-01 13:35:00,34.5258
2018-04-01 13:40:00,34.188
2018-04-01 13:45:00,36.6363
2018-04-01 13:50:00,39.3693
2018-04-01 13:55:00,38.637
2018-04-01 14:00:00,39.0845
2018-04-01 14:05:00,38.1961
2018-04-01 14:10:00,37.9193
2018-04-01 14:15:00,36.6855
2018-04-01 14:20:00,40.7913
2018-04-01 14:25:00,39.9308
2018-04-01 14:30:00,39.002
2018-04-01 14:35:00,41.244
2018-04-01 14:40:00,42.8829
2018-04-01 14:45:00,39.8579
2018-04-01 14:50:00,40.61815
2018-04-01 14:55:00,40.7892
2018-04-01 15:00:00,38.75
2018-04-01 15:05:00,35.323
2018-04-01 15:10:00,37.8278
2018-04-01 15:15:00,34.7385
2018-04-01 15:20:00,36.7733
2018-04-01 15:25:00,38.2918
2018-04-01 15:30:00,37.6477
2018-04-01 15:35:00,32.1575
2018-04-01 15:40:00,35.9243
2018-04-01 15:45:00,38.6788
2018-04-01 15:50:00,42.0579
2018-04-01 15:55:00,39.3379
2018-04-01 16:00:00,38.8201
2018-04-01 16:05:00,40.1873
2018-04-01 16:10:00,39.167716666666664
2018-04-01 16:15:00,37.7163
2018-04-01 16:20:00,33.6871
2018-04-01 16:25:00,34.115
2018-04-01 16:30:00,37.4304
2018-04-01 16:35:00,34.5027
2018-04-01 16:40:00,37.5505
2018-04-01 16:45:00,36.9504
2018-04-01 16:50:00,34.9236
2018-04-01 16:55:00,31.3203
2018-04-01 17:00:00,35.1317
2018-04-01 17:05:00,33.7865
2018-04-01 17:10:00,34.5285
2018-04-01 17:15:00,34.2853
2018-04-01 17:20:00,32.7921
2018-04-01 17:25:00,31.2713
2018-04-01 17:30:00,31.14
2018-04-01 17:35:00,32.1402
2018-04-01 17:40:00,32.9074
2018-04-01 17:45:00,32.7635
2018-04-01 17:50:00,32.3845
2018-04-01 17:55:00,32.0973
2018-04-01 18:00:00,31.0781
2018-04-01 18:05:00,29.8032
2018-04-01 18:10:00,31.839000000000002
2018-04-01 18:15:00,31.0049
2018-04-01 18:20:00,33.3702
2018-04-01 18:25:00,31.3004
2018-04-01 18:30:00,31.6472
2018-04-01 18:35:00,33.7737
2018-04-01 18:40:00,31.3514
2018-04-01 18:45:00,31.2606
2018-04-01 18:50:00,30.5025
2018-04-01 18:55:00,30.1163
2018-04-01 19:00:00,30.9516
2018-04-01 19:05:00,32.0888
2018-04-01 19:10:00,32.6905
2018-04-01 19:15:00,32.824
2018-04-01 19:20:00,32.2236
2018-04-01 19:25:00,31.3846
2018-04-01 19:30:00,31.0827
2018-04-01 19:35:00,31.5761
2018-04-01 19:40:00,31.963583333333332
2018-04-01 19:45:00,32.2994
2018-04-01 19:50:00,31.92
2018-04-01 19:55:00,31.5907
2018-04-01 20:00:00,30.1128
2018-04-01 20:05:00,29.9988
2018-04-01 20:10:00,37.6472
2018-04-01 20:15:00,35.0525
2018-04-01 20:20:00,36.0631
2018-04-01 20:25:00,37.2441
2018-04-01 20:30:00,36.5854
2018-04-01 20:35:00,34.8767
2018-04-01 20:40:00,33.2336
2018-04-01 20:45:00,32.4176
2018-04-01 20:50:00,33.2032
2018-04-01 20:55:00,34.59343333333333
2018-04-01 21:00:00,32.8272
2018-04-01 21:05:00,28.4862
2018-04-01 21:10:00,28.9212
2018-04-01 21:15:00,29.253
2018-04-01 21:20:00,26.4568
2018-04-01 21:25:00,29.4529
2018-04-01 21:30:00,27.9209
2018-04-01 21:35:00,31.8072
2018-04-01 21:40:00,33.4366
2018-04-01 21:45:00,34.3207
2018-04-01 21:50:00,34.5874
2018-04-01 21:55:00,34.6969
2018-04-01 22:00:00,33.6202
2018-04-01 22:05:00,34.1599
2018-04-01 22:10:00,34.627
2018-04-01 22:15:00,34.33535
2018-04-01 22:20:00,32.0837
2018-04-01 22:25:00,32.8248
2018-04-01 22:30:00,35.949
2018-04-01 22:35:00,34.7479
2018-04-01 22:40:00,34.2166
2018-04-01 22:45:00,32.5149
2018-04-01 22:50:00,34.9297
2018-04-01 22:55:00,34.9297
2018-04-01 23:00:00,34.4429
2018-04-01 23:05:00,33.763
2018-04-01 23:10:00,37.308
2018-04-01 23:15:00,37.008
2018-04-01 23:20:00,33.6986
2018-04-01 23:25:00,32.7979
2018-04-01 23:30:00,35.8029
2018-04-01 23:35:00,35.063066666666664
2018-04-01 23:40:00,37.6845
2018-04-01 23:45:00,42.3723
2018-04-01 23:50:00,44.3233
2018-04-01 23:55:00,45.36
2018-04-02 00:00:00,43.9486
2018-04-02 00:05:00,42.8379
2018-04-02 00:10:00,42.75443333333334
2018-04-02 00:15:00,44.588
2018-04-02 00:20:00,40.1492
2018-04-02 00:25:00,39.0034
2018-04-02 00:30:00,39.7573
2018-04-02 00:35:00,39.939
2018-04-02 00:40:00,38.3351
2018-04-02 00:45:00,35.7439
2018-04-02 00:50:00,33.9028
2018-04-02 00:55:00,37.78025
2018-04-02 01:00:00,37.381
2018-04-02 01:05:00,40.9549
2018-04-02 01:10:00,39.957
2018-04-02 01:15:00,37.2599
2018-04-02 01:20:00,35.6039
2018-04-02 01:25:00,36.8784
2018-04-02 01:30:00,40.197
2018-04-02 01:35:00,40.197
2018-04-02 01:40:00,38.0631
2018-04-02 01:45:00,38.6128
2018-04-02 01:50:00,35.7217
2018-04-02 01:55:00,37.9941
2018-04-02 02:00:00,36.3851
2018-04-02 02:05:00,36.6822
2018-04-02 02:10:00,37.6768
2018-04-02 02:15:00,37.178783333333335
2018-04-02 02:20:00,38.5095
2018-04-02 02:25:00,39.6297
2018-04-02 02:30:00,40.3392
2018-04-02 02:35:00,40.0757
2018-04-02 02:40:00,41.5253
2018-04-02 02:45:00,41.539
2018-04-02 02:50:00,41.539
2018-04-02 02:55:00,43.3532
