epoch,loss,val_loss
0,0.5731226956293152,0.4668807024758965
1,0.475195981798438,0.420519240021159
2,0.44028372276271166,0.40701552916903233
3,0.4265902593538285,0.39624184742427576
4,0.4234957638750743,0.3936991138817201
5,0.4177653473276285,0.3985445500331204
6,0.4188256990968794,0.3921490155607405
7,0.41400153879723933,0.39176527195228256
8,0.4141487824493207,0.39393135117218153
9,0.4116400008580591,0.3894664212110437
0,0.4075983022242659,0.39128090080051603
1,0.39869530133188547,0.39495925668706283
2,0.39704771599202304,0.38199228055608075
3,0.3934286383759639,0.3835826379307527
