epoch,loss,val_loss
,,
0,8.519032863,8.509305
,,
0,8.507548158,8.497824669
,,
0,8.495731091,8.481965065
,,
0,8.478902807,8.460173607
,,
0,8.454337903,8.426292419
,,
0,8.417638792,8.375061035
,,
0,8.36171027,8.291312218
,,
0,8.272881265,8.16809082
,,
0,8.141080462,8.000002861
,,
0,7.969428952,7.791891098
,,
0,7.756844286,7.560361385
,,
0,7.541004806,7.373128414
,,
0,7.342107714,7.147828102
,,
0,7.116162466,6.930164814
,,
1,6.896931598,6.713153839
,,
2,6.673564701,6.491689682
,,
3,6.460516899,6.264659882
,,
4,6.235180842,6.042782307
,,
5,6.0107504,5.812284946
,,
6,5.791926443,5.584413052
,,
7,5.5555009,5.358274937
,,
8,5.331992156,5.134006023
,,
9,5.119007196,4.922030926
,,
0,4.914949887,4.741000652
,,
1,4.736850192,4.573929787
,,
2,4.552474652,4.410107136
,,
3,4.385658708,4.246582031
,,
4,4.216562571,4.084040642
,,
5,4.058207206,3.928309441
,,
6,3.895509005,3.77520895
,,
7,3.74587827,3.623661518
,,
8,3.592865665,3.47379899
,,
9,3.437570118,3.325790644
,,
0,3.290124898,3.179581881
,,
1,3.142218674,3.045720577
,,
2,3.012120271,2.907989979
,,
3,2.861587578,2.769852161
,,
4,2.731110666,2.632989645
,,
5,2.591811055,2.498450756
,,
6,2.463546534,2.367628098
,,
7,2.323642421,2.240516186
,,
8,2.213928343,2.117782116
,,
9,2.075553278,2.000314951
,,
0,1.973776111,1.883675098
,,
1,1.835040277,1.770024896
,,
2,1.733642697,1.660276055
,,
3,1.645639818,1.555327654
,,
4,1.515499319,1.455772042
,,
5,1.430554428,1.362182736
,,
6,1.338845068,1.274842262
,,
7,1.249333176,1.194064856
,,
8,1.174206976,1.119918466
,,
9,1.099469593,1.052342534
,,
0,1.032393459,0.983618438
,,
1,0.972166772,0.920855463
,,
2,0.910688299,0.864645839
,,
3,0.8568874,0.814357698
,,
4,0.799773391,0.769600272
,,
5,0.763047235,0.730354726
,,
6,0.716757013,0.69601053
,,
7,0.686097676,0.666391909
,,
8,0.651804472,0.640773833
,,
9,0.626576283,0.618638873
,,
0,0.601901563,0.595449388
,,
1,0.584465434,0.57569176
,,
2,0.553779136,0.55853653
,,
3,0.53594268,0.54380244
,,
4,0.51557929,0.531206608
,,
5,0.502536638,0.520503461
,,
6,0.490864371,0.511540055
,,
7,0.479690246,0.504024506
,,
8,0.471325656,0.497656465
,,
9,0.46111995,0.492269993
,,
0,0.452970689,0.487517715
,,
1,0.446708114,0.482425064
,,
2,0.442491882,0.478167057
,,
3,0.436618307,0.474675953
,,
4,0.429573949,0.471710235
,,
5,0.428469015,0.469145328
,,
6,0.422522343,0.466892928
,,
7,0.420838815,0.464898914
,,
8,0.415812998,0.463202924
,,
9,0.415337251,0.461681217
,,
0,0.414242828,0.460393369
,,
1,0.41177844,0.45914647
,,
2,0.411289158,0.458461165
,,
3,0.409316391,0.457850784
,,
4,0.407166979,0.457216114
,,
5,0.40602025,0.456706852
,,
6,0.403995185,0.456281126
,,
7,0.404267799,0.455671281
,,
8,0.402565419,0.455024064
,,
9,0.402139285,0.45431152
,,
0,0.401971404,0.453431427
,,
1,0.401474201,0.452401966
,,
2,0.400796285,0.451751679
,,
3,0.401980994,0.45137468
,,
4,0.399364019,0.451246917
,,
5,0.400901055,0.451172024
,,
6,0.398543159,0.451100022
,,
7,0.397281869,0.451026738
,,
8,0.396519934,0.450799316
,,
9,0.396599147,0.450526565
,,
0,0.39973974,0.451650769
,,
1,0.398364873,0.451063186
,,
2,0.398361422,0.450234115
,,
3,0.395783395,0.449270278
,,
4,0.398742146,0.448521286
,,
5,0.396770783,0.448061645
,,
6,0.397801807,0.447973758
,,
7,0.396956139,0.447993606
,,
8,0.394040772,0.448108703
,,
9,0.397159075,0.448054016
,,
0,0.397562578,0.447862089
,,
1,0.398680954,0.447642028
,,
2,0.39795136,0.44764334
,,
3,0.394992174,0.447722852
,,
4,0.394713697,0.447593033
,,
5,0.396481663,0.447299421
,,
6,0.394697209,0.447182983
,,
7,0.395281655,0.447022736
,,
8,0.395654481,0.446986616
,,
9,0.39607675,0.447114974
,,
0,0.397030974,0.446439713
,,
1,0.396700103,0.44658342
,,
2,0.396082815,0.447124451
,,
3,0.396330756,0.447113693
,,
4,0.395335469,0.446860701
,,
5,0.394026366,0.446629107
,,
6,0.395359403,0.446493089
,,
7,0.392525738,0.446380466
,,
8,0.397126872,0.446388423
,,
9,0.394764123,0.446525514
0,0.394712645,0.446464479
,,
0,0.394928146,0.446559966
,,
0,0.393473325,0.446533173
,,
0,0.395982209,0.446476132
,,
0,0.395697569,0.446248829
,,
0,0.394758778,0.446645766
,,
0,0.396181671,0.445797652
,,
0,0.397726386,0.446039736
,,
0,0.396578611,0.445578247
,,
0,0.394773492,0.445543945
,,
0,0.39422455,0.445206344
,,
0,0.394524717,0.445231855
