epoch,loss,val_loss
0,1.35278323645751,0.8505992321759372
1,0.9201277475775645,0.8473099191306702
2,0.9142290708153814,0.8445516317650147
3,0.9077128602696831,0.8458741032453521
4,0.9027043950444409,0.8442791575362186
5,0.9008164372668012,0.8447464052263786
6,0.8995042511266232,0.8430956725598204
7,0.8964023490559411,0.8429625304339518
8,0.8935262266017803,0.8425503327695052
9,0.8934060619459075,0.8431160621761642
10,0.8898856294435908,0.8337822952103612
11,0.8608275683405209,0.8034759300637899
12,0.8308316750274255,0.7933951826878315
13,0.8176578760187788,0.7724625377866134
14,0.8119057657598333,0.7766193723531226
15,0.8084688955983312,0.7694955206609618
16,0.8038076866897949,0.7661455129221696
17,0.8002555683105539,0.7865145567660533
18,0.7970061366320638,0.7620286772789858
19,0.7943378354286594,0.7614448910277346
20,0.7925546309514,0.761750161356499
21,0.7895233509389948,0.7623721206472646
22,0.7893802781151218,0.7556359115021486
23,0.7872307190737189,0.7546643582212182
24,0.7845094407782103,0.7537353162503678
25,0.7824919520555683,0.7505785623843495
26,0.7816166903983377,0.7583686786597875
27,0.7812064219699953,0.7457908145805979
28,0.7769696471993508,0.7476982846931084
29,0.7781509562654049,0.7476950421216109
30,0.7752540724165567,0.7536387465304131
31,0.7747466378207777,0.7570667457388652
32,0.7748167966073907,0.7442284341908502
33,0.7742051161158626,0.7490702827068964
34,0.7724691015811461,0.7424289294747044
35,0.7710124530933851,0.7474777299610383
36,0.7701838658390533,0.7445045794257663
37,0.7698758783921562,0.7465387877160934
38,0.7691123523688855,0.7457032418891892
39,0.769502930912195,0.742879314640738
40,0.7675288621160931,0.7416096454861351
41,0.765591453793993,0.7539512674682045
42,0.7657724773617811,0.7475116224369133
43,0.7653296929601817,0.7462859354143223
44,0.7646251290714804,0.7452832304387835
45,0.76272449548302,0.7425595456470578
46,0.7602296696964482,0.7450549888837024
47,0.7606185673596468,0.7442022176014721
48,0.7595889421456348,0.7403808210162368
49,0.7594401445006529,0.745054080634688
50,0.7581546763001841,0.7443033040161018
51,0.7579194342613084,0.7358297795866933
52,0.756937170367516,0.7373156706774836
53,0.7569544413442332,0.7459239910110517
54,0.7567222815012794,0.7416498108432436
55,0.7566177819149945,0.742149916568398
56,0.7568706101362352,0.7454661266187218
57,0.7546017009468876,0.7370834747179154
58,0.7553367211052837,0.7442394039729245
59,0.7540644363087433,0.7358728831692024
60,0.7531059608012012,0.746376475769332
61,0.7539098691581774,0.7437633021442955
62,0.7517208980551033,0.747041160945185
63,0.7530072847361724,0.7389916084407989
64,0.7530079452142998,0.7390137995576248
65,0.751474197554163,0.7412011496710917
66,0.7529128213420438,0.7466445052239922
67,0.751036279601035,0.7408253102530792
68,0.7505694174668447,0.7433945101808848
69,0.7494741781825067,0.7448772765600734
70,0.7490807403842867,0.7493031427866086
71,0.7517676120032781,0.7356850855846043
72,0.7512415748384516,0.7417386451363135
73,0.748972267104685,0.7466926726610201
74,0.7493397001874557,0.7412418161587279
75,0.7489048703961758,0.744126285906237
76,0.7486648239160142,0.7448302468032488
77,0.7478025567829507,0.7476955284602138
78,0.7481084175030531,0.7457741097813111
79,0.7471991554032471,0.7493636127568292
80,0.746657850321095,0.7483782911884969
81,0.747185440987997,0.7470238133633087
82,0.7472660487657967,0.7413708284889228
83,0.7466081857282904,0.7414161680552471
84,0.7463829742572586,0.7459864518637971
85,0.7464818735320924,0.7427195190560875
86,0.7450844421180937,0.7494271399261315
87,0.746625317492571,0.7412907839575358
88,0.7452464762370803,0.7463444346058415
